CWA,DEF,EPE,EXP,FUM,INT,PA,PAS,PEN,QBP,QBR,REP,RUN,SAC,SCR,TOT,TQBR,UNQRK,YAC,athlete_id,athlete_name,game_id,team_abbreviation,team_id,week,year
0.718,0.0,-0.999,0.0,0.0,-0.91,4.511,-1.082,0.051,42.0,75.326,5.53,5.53,0.0,0.0,4.686,89.557,0.0,-0.361,4426494,John Rhys Plumlee,401110850,MISS,145,12,2019
0.775,0.0,-3.372,0.0,0.0,0.0,-6.568,-3.372,0.0,43.0,16.978,0.0,-0.117,0.0,-0.117,-3.489,34.81,0.0,-0.501,4426657,Ryan Hilinski,401110853,SC,2579,12,2019
0.947,0.0,5.405,-2.87,0.0,-1.111,0.763,5.405,0.854,54.0,53.665,0.0,-0.209,-2.87,-0.209,3.179,73.981,0.0,-0.763,4426875,Sam Howell,401112507,UNC,153,12,2019
0.99,0.0,9.018,-2.226,-1.288,0.0,7.106,9.018,-0.543,65.0,75.696,-0.744,3.875,-2.226,5.908,10.124,71.574,0.0,-0.526,4427105,Max Duggan,401112133,TCU,2628,12,2019
0.757,0.0,1.767,-0.923,-0.593,-1.244,-0.973,1.767,-0.009,20.0,37.623,-0.188,-0.251,-1.516,-0.063,-0.009,25.296,0.0,1.2,4427243,Brett Gabbert,401119301,M-OH,193,12,2019
0.497,0.0,0.772,-1.661,-0.268,0.0,-2.025,0.772,0.69,26.0,30.8,0.124,-0.186,-1.661,-0.042,-0.386,53.037,0.0,-0.495,4427351,Grant Gunnell,401114172,ARIZ,12,12,2019
0.861,0.0,12.917,-2.235,0.0,0.0,10.378,12.917,-0.054,41.0,93.278,0.0,0.0,-2.235,0.0,10.628,95.865,0.0,0.196,4428512,Kedon Slovis,401114181,USC,30,12,2019
0.148,0.0,-0.321,-0.349,0.0,0.0,-4.292,-0.321,0.036,21.0,10.678,0.0,0.149,-0.349,0.149,-0.485,11.074,0.0,-0.064,4428961,Jordan Yates,401112511,GT,59,12,2019
0.887,0.0,-0.538,-1.298,-4.187,0.0,-7.323,-0.538,0.724,65.0,23.672,-0.792,-2.614,-1.298,2.364,-3.727,54.556,0.0,-2.15,4567218,Bo Nix,401110849,AUB,2,12,2019
0.44,0.0,-0.37,-0.55,0.0,0.0,-5.692,-0.37,0.788,53.0,24.676,-0.604,-1.25,-0.55,-0.646,-1.383,31.836,0.0,0.045,4575668,Gavin Hardison,401114312,UTEP,2638,12,2019
0.972,0.0,7.359,-0.97,0.0,-1.574,4.352,7.359,-0.144,45.0,73.204,0.312,0.087,-0.97,-0.225,6.332,67.154,0.0,2.833,3124900,Jake Luton,401114206,ORST,204,13,2019
0.204,0.0,-0.057,0.0,0.0,-0.697,-1.134,-0.057,0.114,26.0,38.858,0.0,-0.034,0.0,-0.034,0.023,39.747,0.0,-0.299,3125956,Randall West,401114358,UMASS,113,13,2019
0.788,0.0,5.399,-1.594,0.0,0.0,2.551,5.399,-0.129,44.0,64.62,0.0,0.0,-1.594,0.0,3.676,48.081,0.0,-0.158,3675812,Bryce Perkins,401112520,UVA,258,13,2019
0.996,0.0,1.43,-1.972,0.0,0.0,-2.924,1.43,0.063,40.0,31.87,0.587,-0.521,-1.972,-1.108,-0.999,49.264,0.0,-1.24,3728240,Kelly Bryant,401110861,MIZ,142,13,2019
0.721,0.0,0.214,-0.367,0.0,0.0,3.255,0.214,-0.018,35.0,72.441,2.685,3.729,-0.367,1.044,3.558,43.65,0.0,0.48,3791110,Tommy Stevens,401110860,MSST,344,13,2019
0.86,0.0,0.69,-2.383,0.0,0.0,0.435,0.69,-0.222,53.0,52.131,3.347,4.479,-2.383,1.133,2.564,59.567,0.0,0.101,3843247,Justin McMillan,401117906,TULN,2655,13,2019
0.92,0.0,5.628,0.0,0.0,0.0,2.516,5.628,0.0,36.0,67.4,-1.156,-1.722,0.0,-0.566,3.906,70.444,0.0,-0.163,3886621,Ty Storey,401114318,WKU,98,13,2019
0.942,0.0,5.482,-0.719,0.0,-3.926,3.919,5.482,0.206,35.0,76.197,0.304,0.304,-0.719,0.0,5.273,80.344,0.0,-0.14,3893630,Brady White,401117909,MEM,235,13,2019
0.643,0.0,3.697,-1.397,0.0,0.0,-0.028,3.697,0.274,39.0,49.812,-0.871,-1.386,-1.397,-0.515,1.187,33.732,0.0,-0.425,3912536,Tom Stewart,401114317,RICE,242,13,2019
0.858,0.0,2.951,0.0,-0.217,0.0,0.599,2.951,-0.318,35.0,54.437,-0.459,-0.676,0.0,0.0,1.958,65.931,0.0,-0.556,3914395,James Morgan,401112517,FIU,2229,13,2019
0.641,0.0,2.412,-0.374,0.0,0.0,5.905,2.412,0.0,35.0,85.234,1.286,2.824,-0.374,1.538,4.861,86.589,0.0,0.378,3914569,Jaylon Henderson,401117549,BSU,68,13,2019
0.984,0.0,2.202,-0.544,0.0,0.0,2.684,2.202,0.999,41.0,66.378,0.043,1.923,-0.544,1.88,4.58,80.575,0.0,-0.317,3915436,Steven Montez,401114191,COLO,38,13,2019
0.565,0.0,3.534,-1.065,0.0,0.0,6.146,3.534,-0.282,34.0,86.743,0.085,2.21,-1.065,2.125,4.397,65.85,0.0,0.229,3915468,Riley Neal,401110862,VAN,238,13,2019
0.823,0.0,7.564,0.0,0.0,0.0,8.581,7.564,1.079,36.0,92.252,-0.156,-0.156,0.0,-0.001,8.487,88.863,0.0,-0.117,3915511,Joe Burrow,401110859,LSU,99,13,2019
0.872,0.0,1.88,-1.938,-0.883,-0.913,-2.137,1.88,-0.286,39.0,36.137,-0.612,0.998,-2.822,1.61,-0.23,36.062,0.0,-1.301,3917793,Quentin Harris,401112515,DUKE,150,13,2019
0.879,0.0,3.686,-0.702,0.0,0.0,1.195,3.408,-0.165,52.0,55.944,-0.281,0.426,-0.702,0.707,3.246,70.193,0.0,-0.313,3917957,Carter Stanley,401112094,KU,2305,13,2019
0.965,0.0,2.824,0.0,0.0,0.0,3.416,2.824,-0.116,43.0,69.539,0.0,2.423,0.0,2.423,5.29,68.221,0.0,-1.157,3921648,Ryan Agnew,401117552,SDSU,21,13,2019
0.895,0.0,5.795,0.0,0.0,-6.701,2.997,5.685,-0.364,64.0,61.931,0.0,0.0,0.0,0.0,5.431,51.556,0.0,-1.195,3921685,Josh Love,401117553,SJSU,23,13,2019
0.806,0.0,6.398,-1.534,0.0,-1.112,5.149,6.398,0.935,41.0,78.666,-1.092,-0.061,-1.534,1.031,5.738,72.197,0.0,-0.402,3929824,Brian Lewerke,401112220,MSU,127,13,2019
0.684,0.0,1.88,-1.452,0.0,-2.378,-1.587,1.88,0.075,45.0,40.937,0.0,-0.11,-1.452,-0.11,0.393,52.192,0.0,0.131,4029885,Stephen Calvert,401112520,LIB,2335,13,2019
0.983,0.0,4.3,-1.191,0.0,-1.262,-0.395,4.3,0.326,39.0,47.37,-2.388,-1.983,-1.191,0.405,1.453,54.055,0.0,-0.587,4034857,Patrick O'Brien,401117550,CSU,36,13,2019
0.925,0.0,3.778,-4.146,0.0,-2.08,-1.726,3.778,-0.293,44.0,39.949,0.188,1.02,-4.146,0.832,0.359,39.083,0.0,-0.947,4035003,Jacob Eason,401114191,WASH,264,13,2019
0.989,0.0,11.276,-0.945,0.0,0.0,9.674,11.276,1.776,52.0,87.36,0.733,-0.071,-0.945,-0.804,12.035,93.012,0.0,1.011,4035167,Jarrett Guarantano,401110861,TENN,2633,13,2019
0.836,0.0,10.441,-1.406,0.0,-0.307,9.792,10.441,0.752,38.0,93.569,0.0,-0.072,-1.406,-0.072,9.716,94.591,0.0,0.517,4035292,Shea Patterson,401112167,MICH,130,13,2019
0.991,0.0,4.108,-2.37,-1.667,-4.425,-3.554,4.108,0.0,52.0,32.953,0.0,-2.785,-2.37,-1.118,-1.047,20.752,0.0,-1.002,4035409,Zach Smith,401117910,TLSA,202,13,2019
0.752,0.0,6.799,-0.923,0.0,-0.471,5.332,6.799,-0.149,29.0,87.107,-0.774,-0.669,-0.923,0.105,5.059,85.361,0.0,-0.3,4035671,Tyler Huntley,401114173,UTAH,254,13,2019
0.952,0.0,3.226,0.0,0.0,-1.437,1.849,3.226,-0.206,41.0,61.504,0.016,0.615,0.0,0.6,3.635,57.564,0.0,0.146,4036149,Nate Stanley,401112155,IOWA,2294,13,2019
0.977,0.0,-2.375,-1.201,-2.014,-3.277,-3.142,-2.375,0.454,45.0,32.616,2.808,2.164,-1.201,1.369,-0.958,57.652,0.0,-1.478,4036262,Brandon Peters,401112155,ILL,356,13,2019
0.639,0.0,-1.25,-1.509,0.0,-2.545,-7.272,-1.25,-0.461,46.0,16.209,-0.046,-0.013,-1.509,0.033,-3.233,20.885,0.0,0.126,4036378,Jordan Love,401117549,USU,328,13,2019
0.998,0.0,5.171,-0.957,0.0,-0.73,4.733,5.171,1.584,43.0,75.837,-0.926,0.989,-0.957,1.915,6.787,71.73,0.0,0.745,4036419,Skylar Thompson,401112113,KSU,2306,13,2019
0.952,0.0,1.808,0.0,0.0,0.0,0.31,1.808,-0.342,26.0,53.091,0.018,0.018,0.0,0.0,1.484,43.347,0.0,1.068,4036429,Zac Thomas,401121973,APP,2026,13,2019
0.98,0.0,6.015,-0.807,-0.99,-0.886,9.934,6.015,-0.012,46.0,90.413,0.196,7.693,-1.798,7.497,11.898,77.47,0.0,1.133,4036585,Caleb Evans,401121975,ULM,2433,13,2019
0.736,0.0,4.068,-2.101,0.0,0.0,5.757,4.096,0.285,50.0,76.791,3.751,3.757,-2.101,0.006,6.008,72.901,0.0,-0.17,4036650,Shai Werts,401121974,GASO,290,13,2019
0.978,0.0,6.715,-1.889,0.0,0.0,7.098,6.788,-0.44,59.0,77.734,4.345,5.331,-1.889,0.986,9.716,83.652,0.0,0.328,4037213,Jamie Newman,401112515,WAKE,154,13,2019
0.998,0.0,2.918,-1.161,0.0,-1.864,0.869,2.918,-0.087,25.0,58.933,0.397,0.397,-1.161,0.0,2.066,67.84,0.0,-0.329,4038220,Cole McDonald,401117552,HAW,62,13,2019
1.0,0.0,8.508,-1.801,0.0,0.0,3.734,8.508,0.027,38.0,73.519,-1.342,-1.178,-1.801,0.164,5.557,79.721,0.0,-1.203,4038224,Dru Brown,401112128,OKST,197,13,2019
0.906,0.0,5.021,-6.575,0.0,0.0,-3.49,5.021,-0.316,49.0,32.297,0.144,0.841,-6.575,0.697,-1.029,32.867,0.0,-0.172,4038741,Kato Nelson,401119307,AKR,2006,13,2019
0.912,0.0,1.93,-1.106,0.0,-3.23,-0.768,1.93,0.227,40.0,45.028,0.0,0.0,-1.106,0.0,1.052,54.296,0.0,-0.079,4038941,Justin Herbert,401114162,ORE,2483,13,2019
0.988,0.0,4.112,0.0,0.0,0.0,3.255,4.112,1.143,37.0,71.384,-0.394,-0.285,0.0,0.109,4.97,73.054,0.0,-0.526,4039034,Shane Buechele,401117911,SMU,2567,13,2019
0.707,0.0,-1.739,-1.374,0.0,-1.615,-6.09,-1.739,-0.302,41.0,17.601,0.0,0.503,-1.374,0.503,-2.912,10.533,0.0,-0.652,4039073,Mason Fine,401114317,UNT,249,13,2019
0.946,0.0,6.308,-1.571,0.0,0.0,2.598,6.308,-0.163,36.0,67.919,0.504,-0.479,-1.571,-0.983,4.095,49.858,0.0,-0.251,4039210,Drew Plitt,401119309,BALL,2050,13,2019
0.972,0.0,-1.258,-0.803,0.0,0.0,1.848,-1.258,-0.18,21.0,71.396,3.625,5.02,-0.803,1.395,2.779,70.217,0.0,-0.256,4039390,Tevaka Tuioti,401183793,UNM,167,13,2019
0.947,0.0,4.985,-1.923,0.0,0.0,5.953,4.832,-0.116,55.0,75.485,5.196,5.196,-1.923,0.0,8.142,72.067,0.0,0.074,4039436,Malcolm Perry,401117911,NAVY,2426,13,2019
0.731,0.0,-2.712,-0.543,-0.327,-3.309,-3.319,-2.712,-0.417,42.0,30.55,2.994,3.047,-0.87,0.053,-0.951,20.764,0.0,-0.734,4039470,Marcus Childers,401119305,NIU,2459,13,2019
0.998,0.0,0.919,-0.403,-0.585,-1.464,0.815,0.919,0.482,20.0,60.431,0.0,1.357,-0.987,1.357,1.772,71.523,0.0,0.211,4039495,Eli Peters,401119308,TOL,2649,13,2019
0.636,0.0,-0.177,-1.722,0.0,-0.926,-5.551,-0.177,0.019,44.0,21.233,0.0,-0.306,-1.722,-0.306,-2.186,23.905,0.0,-0.543,4039910,Kaleb Barker,401121977,TROY,2653,13,2019
0.903,0.0,2.101,-2.046,-0.755,-1.026,-1.0,2.101,0.727,43.0,43.985,-0.538,0.935,-2.801,1.474,0.962,45.354,0.0,0.503,4040407,Jack Abraham,401114318,USM,2572,13,2019
0.815,0.0,2.214,-1.107,-2.107,-1.972,5.763,2.214,-0.078,50.0,76.812,7.882,5.626,-1.107,-0.148,6.656,84.821,0.0,0.076,4040715,Jalen Hurts,401112120,OKLA,201,13,2019
0.984,0.0,0.725,-1.484,0.0,-3.575,-1.105,0.725,-0.041,61.0,45.306,0.113,2.596,-1.484,2.483,1.796,57.024,0.0,-0.119,4043136,Jett Duffey,401112113,TTU,2641,13,2019
0.934,0.0,1.866,-0.629,0.0,-1.115,-2.286,1.866,0.761,53.0,38.979,-1.727,-1.755,-0.629,-0.028,0.243,63.215,0.0,-1.588,4044122,Anthony Russo,401117907,TEM,218,13,2019
0.842,0.0,1.189,-1.624,-0.314,-1.591,-1.139,1.189,0.276,41.0,42.833,1.236,1.173,-1.938,-0.063,0.699,66.545,0.0,-0.734,4045290,Peyton Ramsey,401112167,IU,84,13,2019
0.852,0.0,7.244,-0.621,0.0,0.0,5.413,7.244,0.068,59.0,72.18,1.331,0.338,-0.621,-0.993,7.029,59.122,0.0,-1.041,4046678,Ian Book,401112514,ND,87,13,2019
0.742,0.0,5.863,-0.525,-0.231,-0.235,6.505,5.863,0.301,47.0,80.816,-0.485,1.096,-0.756,1.581,6.505,64.613,0.0,-0.908,4046743,Grant Loy,401119306,BGSU,189,13,2019
0.956,0.0,15.664,-0.544,0.0,-4.905,12.937,15.762,1.68,79.0,84.575,0.0,-0.787,-0.544,-0.787,15.998,77.198,0.0,0.384,4055171,Anthony Gordon,401114206,WSU,265,13,2019
0.962,0.0,-4.972,-2.463,0.0,-1.746,-7.984,-4.972,0.216,37.0,9.602,0.015,1.249,-2.463,1.234,-5.97,11.125,0.0,-1.274,4239086,Desmond Ridder,401117907,CIN,2132,13,2019
0.887,0.0,4.59,0.0,0.0,0.0,3.583,4.59,-0.032,23.0,83.466,0.147,-0.397,0.0,-0.544,4.16,73.477,0.0,-0.38,4239714,Kyle Vantrease,401119308,BUFF,2084,13,2019
0.691,0.0,-1.555,-2.082,-2.029,-0.374,-3.76,-1.555,-0.13,34.0,24.066,0.532,2.799,-2.584,3.794,-1.47,52.807,0.0,-0.086,4239939,Dennis Grosel,401112514,BC,103,13,2019
0.762,0.0,4.183,0.0,0.0,-1.177,7.697,4.183,-0.11,29.0,94.037,2.854,2.854,0.0,0.0,6.927,95.568,0.0,2.267,4240069,Malik Cunningham,401112516,LOU,97,13,2019
0.962,0.0,0.776,-2.882,0.0,0.0,-2.551,0.776,0.0,20.0,20.991,0.576,0.576,-2.882,0.0,-1.53,18.522,0.0,-0.23,4240351,Tyler Vander Waal,401117550,WYO,2751,13,2019
0.779,0.0,2.224,-1.288,0.0,0.0,0.307,2.224,-0.13,28.0,52.849,-0.527,0.479,-1.288,1.006,1.287,50.103,0.0,-0.684,4240391,Tommy DeVito,401112516,SYR,183,13,2019
0.921,0.0,1.695,-1.519,0.0,0.0,-1.499,1.695,0.0,26.0,35.452,-0.408,-0.408,-1.519,0.0,-0.231,54.049,0.0,-0.264,4240689,Jake Fromm,401110857,UGA,61,13,2019
0.649,0.0,-3.804,-1.473,-0.881,0.0,-12.329,-3.804,-0.342,38.0,3.32,-0.138,-0.319,-2.354,-0.181,-6.819,4.179,0.0,-0.398,4240703,Kenny Pickett,401112519,PITT,221,13,2019
0.873,0.0,8.339,-1.656,0.0,-1.181,6.135,8.339,0.363,29.0,90.01,-0.475,-0.475,-1.656,0.0,6.571,93.96,0.0,0.449,4240756,Tanner Morgan,401112236,MINN,135,13,2019
0.652,0.0,4.31,-1.625,0.0,0.0,0.01,4.31,0.155,37.0,50.072,-1.266,-1.676,-1.625,-0.41,1.165,66.88,0.0,0.119,4240858,Hendon Hooker,401112519,VT,259,13,2019
0.917,0.0,4.291,-1.926,0.0,0.0,-1.935,4.291,-0.185,57.0,41.271,-0.844,-1.444,-1.926,-0.6,0.737,76.834,0.0,-1.614,4240904,Kellen Mond,401110857,TA&M,245,13,2019
0.887,0.0,4.378,-0.668,0.0,0.0,4.436,4.378,0.883,47.0,72.726,1.213,1.341,-0.668,0.128,5.934,75.441,0.0,-0.877,4241222,Charlie Brewer,401112083,BAY,239,13,2019
0.838,0.0,8.283,-1.067,0.0,0.0,6.696,8.31,0.469,47.0,81.465,-0.185,-0.185,-1.067,0.0,7.5,77.129,0.0,-0.976,4241399,Chris Robison,401114314,FAU,2226,13,2019
0.58,0.0,3.72,-0.344,0.0,0.0,3.904,3.72,-0.117,40.0,73.382,-0.193,0.121,-0.344,0.313,3.379,54.427,0.0,-0.123,4241556,Levi Lewis,401121977,ULL,309,13,2019
0.955,0.0,2.585,-0.639,0.0,0.0,0.824,2.686,0.0,35.0,56.089,0.664,0.447,-0.639,-0.218,2.393,21.086,0.0,-1.666,4241635,Josh Adkins,401114319,NMSU,166,13,2019
0.697,0.0,-0.171,-2.818,0.0,-0.586,-6.273,-0.171,0.243,59.0,24.884,0.427,0.349,-2.818,-0.078,-2.397,47.23,0.0,-1.483,4241820,Sam Ehlinger,401112083,TEX,251,13,2019
0.748,0.0,-0.466,-1.602,0.0,-0.757,-3.114,-0.466,-0.121,28.0,23.946,-0.295,0.802,-1.602,1.097,-1.322,28.103,0.0,-0.567,4242203,Lowell Narcisse,401114314,UTSA,2636,13,2019
0.686,0.0,3.364,0.0,0.0,0.0,4.114,3.389,-0.051,31.0,79.885,0.53,0.53,0.0,0.0,3.843,86.36,0.0,-0.228,4242268,Andrew Marty,401112236,NU,77,13,2019
0.855,0.0,5.137,-0.634,-1.191,-0.765,3.789,5.137,-0.027,25.0,82.846,0.415,0.8,-1.644,0.566,4.265,79.086,0.0,0.121,4242331,Jack Coan,401112263,WISC,275,13,2019
0.993,0.0,8.991,-1.663,0.0,0.0,9.86,8.991,0.132,47.0,89.844,4.162,4.578,-1.663,0.416,12.038,89.409,0.0,-1.121,4242408,Chase Garbers,401114182,CAL,25,13,2019
0.978,0.0,4.818,-1.481,0.0,-2.152,2.444,4.818,-0.099,41.0,65.008,0.0,1.079,-1.481,1.079,4.316,71.794,0.0,-0.623,4242546,Davis Mills,401114182,STAN,24,13,2019
0.994,0.0,5.924,-2.627,0.0,-1.733,2.342,5.924,-0.161,49.0,62.169,-0.77,1.531,-2.627,2.301,4.667,57.041,0.0,-1.378,4242995,Jorge Reyna,401117551,FRES,278,13,2019
0.987,0.0,6.645,-2.451,0.0,0.0,0.898,6.645,0.2,48.0,54.847,-0.728,-1.232,-2.451,-0.504,3.163,60.735,0.0,-1.417,4244029,Jarret Doege,401112128,WVU,277,13,2019
0.983,0.0,10.638,-1.003,0.0,0.0,12.444,10.638,-0.291,43.0,95.29,0.248,4.916,-1.003,4.667,14.259,91.463,0.0,1.77,4244068,Dustin Crum,401119309,KENT,2309,13,2019
0.817,0.0,6.723,0.0,-0.603,0.0,7.35,6.723,0.65,33.0,91.007,0.533,-0.07,0.0,0.0,7.304,87.385,0.0,1.286,4244688,Nathan Rourke,401119306,OHIO,195,13,2019
0.871,0.0,8.251,0.0,0.0,0.0,8.387,8.251,0.234,33.0,93.346,0.696,0.201,0.0,-0.496,8.686,92.537,0.0,-0.53,4259127,Mike Glass III,401119305,EMU,2199,13,2019
0.969,0.0,-0.97,0.0,-2.545,-2.778,0.6,-0.97,2.823,51.0,53.055,2.909,1.103,0.0,0.738,2.956,51.403,0.0,0.332,4259269,Chris Reynolds,401114313,CHAR,2429,13,2019
0.9,0.0,0.091,-0.699,0.0,0.0,-2.732,0.091,0.0,23.0,22.542,-0.856,-0.856,-0.699,0.0,-1.464,57.534,0.0,-1.106,4259592,Sean Clifford,401112256,PSU,213,13,2019
0.78,0.0,3.617,-1.174,0.0,-1.3,0.555,3.617,0.138,49.0,52.939,-0.033,-0.311,-1.174,-0.278,2.27,80.026,0.0,-0.891,4260394,Aidan O'Connell,401112263,PUR,2509,13,2019
0.841,0.0,-3.0,-1.283,0.0,-2.212,-5.824,-3.0,0.542,28.0,10.327,-0.02,-0.026,-1.283,-0.006,-3.767,6.019,0.0,-0.134,4261909,Isaiah Green,401114313,MRSH,276,13,2019
0.962,0.0,9.038,0.0,0.0,-3.463,7.196,9.038,0.062,62.0,76.96,-0.418,0.688,0.0,1.106,9.788,52.409,0.0,-1.53,4360131,Holton Ahlers,401117908,ECU,151,13,2019
0.959,0.0,1.781,-0.663,0.0,0.0,2.02,1.781,0.907,28.0,67.912,0.396,1.202,-0.663,0.806,3.226,68.645,0.0,-0.176,4360175,Clayton Tune,401117910,HOU,248,13,2019
0.657,0.0,-4.135,-1.185,0.0,-2.03,-11.465,-4.135,-0.172,38.0,4.167,-0.33,-0.839,-1.185,-0.509,-6.332,6.015,0.0,-0.643,4360204,Johnny Langan,401112220,RUTG,164,13,2019
0.811,0.0,2.396,0.0,-4.38,0.0,2.824,2.396,0.046,32.0,71.443,1.713,1.096,0.0,3.763,3.538,70.989,0.0,0.916,4360578,James Graham,401112513,GT,59,13,2019
0.925,0.0,-2.649,-1.662,0.0,0.0,-7.092,-2.649,-0.184,22.0,3.39,-0.599,-1.09,-1.662,-0.492,-5.585,3.364,0.0,-0.491,4360890,Jordan McCloud,401117909,USF,58,13,2019
0.997,0.0,4.742,-1.351,-1.264,0.0,-1.422,4.742,0.068,26.0,36.165,-1.533,-3.631,-1.351,-0.833,-0.172,24.391,0.0,0.929,4361033,Fred Payton,401121975,CCU,324,13,2019
0.709,0.0,0.869,-0.415,0.0,-1.837,1.876,0.869,0.028,36.0,63.214,1.025,2.072,-0.415,1.048,2.555,62.052,0.0,0.156,4361182,Adrian Martinez,401112210,NEB,158,13,2019
0.751,0.0,9.037,-1.119,-1.451,0.0,4.679,9.037,-0.426,34.0,80.688,-0.478,-2.483,-1.388,-0.823,4.739,76.879,0.0,1.78,4361222,Layne Hatcher,401121974,ARST,2032,13,2019
0.711,0.0,8.164,-0.722,0.0,0.0,10.398,8.164,0.0,23.0,99.097,0.0,0.733,-0.722,0.733,8.176,94.795,0.0,1.033,4361259,Zach Wilson,401114358,BYU,252,13,2019
0.792,0.0,-1.356,-1.902,-0.537,-2.143,-5.714,-1.356,-0.161,31.0,12.837,1.288,0.611,-2.439,-0.678,-3.345,40.675,0.0,-0.538,4361418,Will Levis,401112256,PSU,213,13,2019
0.964,0.0,4.623,-1.434,0.0,0.0,-0.131,4.623,-0.129,47.0,49.276,-0.388,-1.01,-1.434,-0.623,2.049,50.731,0.0,-1.363,4361435,Carson Strong,401117551,NEV,2440,13,2019
0.85,0.0,1.756,0.0,0.0,-1.549,1.257,1.756,-0.218,45.0,57.204,0.826,1.369,0.0,0.543,2.907,45.454,0.0,-1.343,4361566,Kenyon Oblad,401117553,UNLV,2439,13,2019
0.814,0.0,3.839,0.0,0.0,0.0,3.661,3.992,-0.071,41.0,71.665,0.971,0.813,0.0,-0.158,4.581,69.215,0.0,-1.544,4361653,Devin Leary,401112513,NCST,152,13,2019
0.939,0.0,11.048,0.0,0.0,-1.935,10.781,11.048,0.348,50.0,90.384,1.093,0.981,0.0,-0.112,12.377,80.732,0.0,0.606,4361741,Brock Purdy,401112094,ISU,66,13,2019
0.775,0.0,7.507,0.0,0.0,-0.688,8.467,7.507,0.44,34.0,93.006,-0.472,-0.122,0.0,0.35,7.825,85.749,0.0,-0.372,4361902,Dan Ellington,401121976,GAST,2247,13,2019
0.823,0.0,5.205,-1.108,-0.766,-1.544,4.374,5.388,-0.206,61.0,67.812,0.981,2.882,-1.873,1.901,6.008,54.905,0.0,0.053,4362029,Kai Locksley,401114319,UTEP,2638,13,2019
0.538,0.0,-3.039,-1.112,0.0,0.0,-7.623,-3.039,0.391,22.0,2.658,0.0,0.225,-1.112,0.225,-3.535,4.298,0.0,0.025,4362260,Carter Bradley,401119308,TOL,2649,13,2019
0.708,0.0,-2.402,-1.148,-1.006,-4.78,-10.314,-2.402,0.351,47.0,9.276,-1.506,-1.495,-2.154,0.011,-5.701,8.395,0.0,-0.603,4362507,Jarren Williams,401112517,MIA,2390,13,2019
0.899,0.0,-0.92,-1.733,0.0,-1.846,-5.808,-0.92,-0.569,46.0,21.216,0.0,-0.012,-1.733,-0.012,-3.234,36.142,0.0,-2.045,4362667,Tyler Vitt,401121973,TXST,326,13,2019
0.879,0.0,6.544,-1.466,-3.29,0.0,7.113,6.544,-0.406,47.0,82.817,3.703,3.564,-1.466,3.15,8.235,89.358,0.0,-0.199,4362887,Justin Fields,401112256,OSU,194,13,2019
0.946,0.0,4.23,0.0,0.0,-0.624,0.403,4.23,-0.204,35.0,52.985,-2.151,-2.054,0.0,0.097,1.972,48.635,0.0,-0.463,4363410,Dylan Hopkins,401114315,UAB,5,13,2019
0.754,0.0,3.266,-2.123,0.0,-1.591,1.433,3.266,-0.123,64.0,55.792,0.853,2.38,-2.123,1.527,3.401,71.503,0.0,0.519,4367178,Dorian Thompson-Robinson,401114217,UCLA,26,13,2019
0.647,0.0,0.507,-0.595,0.0,-0.137,-0.393,0.52,0.0,40.0,47.449,-0.534,1.077,-0.595,1.611,0.989,31.428,0.0,-0.222,4373851,Desmond Trotter,401121976,USA,6,13,2019
1.0,0.0,0.743,-0.38,0.0,0.0,1.057,0.743,-0.103,25.0,60.812,1.746,1.998,-0.38,0.253,2.258,69.522,0.0,-0.756,4373934,Chevan Cordeiro,401117552,HAW,62,13,2019
0.804,0.0,4.767,0.0,0.0,0.0,7.081,4.767,1.038,42.0,85.219,1.513,1.513,0.0,0.0,7.319,70.454,0.0,-0.425,4374350,Asher O'Hara,401114316,MTSU,2393,13,2019
0.903,0.0,9.794,0.0,0.0,0.0,10.865,9.794,0.0,21.0,99.54,0.923,0.923,0.0,0.0,10.717,98.612,0.0,2.154,4382332,Donald Hammond III,401183793,AFA,2005,13,2019
0.933,0.0,1.357,-1.157,-0.51,0.0,-1.993,1.357,0.724,41.0,37.631,0.0,-0.436,-1.667,-0.436,-0.022,46.242,0.0,-0.954,4384187,Aaron Allen,401114315,LT,2348,13,2019
0.944,0.0,9.985,-1.275,0.0,0.0,5.774,9.91,-0.796,48.0,77.732,-0.284,-0.284,-1.275,0.0,7.63,87.9,0.0,1.178,4426348,Jayden Daniels,401114162,ASU,9,13,2019
0.894,0.0,-3.919,-1.029,0.0,-0.846,-3.744,-3.919,0.599,39.0,26.943,2.677,2.677,-1.029,0.0,-1.672,41.155,0.0,-0.159,4427105,Max Duggan,401112120,TCU,2628,13,2019
0.936,0.0,4.391,0.0,0.0,0.0,6.06,4.391,-0.379,62.0,73.414,1.562,4.453,0.0,2.89,8.464,76.271,0.0,-0.366,4427238,Dillon Gabriel,401117906,UCF,2116,13,2019
0.792,0.0,-1.185,-1.154,0.0,-2.124,-5.958,-1.185,-0.053,30.0,11.267,-1.183,-1.183,-1.154,0.0,-3.576,4.153,0.0,0.043,4427243,Brett Gabbert,401119307,M-OH,193,13,2019
0.54,0.0,-0.332,-0.615,0.0,0.0,-2.365,-0.332,0.0,20.0,22.635,0.0,0.188,-0.615,0.188,-0.759,40.846,0.0,-0.272,4427351,Grant Gunnell,401114173,ARIZ,12,13,2019
0.811,0.0,13.745,-1.933,-1.482,0.0,11.452,13.745,1.33,59.0,88.258,-0.414,-1.562,-1.933,0.334,11.58,82.856,0.0,0.967,4428512,Kedon Slovis,401114217,USC,30,13,2019
