"season","week","passer_player_name","team","opponent","qbr_epa","adj_qbr","raw_qbr","exp_qbr"
2014,3,"Danny Etling","PUR","ND",0.269783174542922,62,55.4,71.3456024100688
2014,3,"Davis Webb","TTU","ARK",-0.0419571404664918,79.9,68,50.47285394699
2014,3,"Daxx Garman","OKST","UTSA",0.56761795516004,74.9,82.9,85.0683319333974
2014,3,"Derrius Vick","OHIO","MRSH",0.123638913334912,58.1,40.8,62.0453814674718
2014,3,"Devin Gardner","MICH","M-OH",-0.142614246809143,55.3,71.5,43.4828901095645
2014,3,"Drew Hare","NIU","UNLV",0.563889443970453,89.6,95,84.9497269422379
2014,3,"Driphus Jackson","RICE","TA&M",0.265553911741231,82.2,79.6,71.0955588912959
2014,3,"Dylan Thompson","SC","UGA",0.460587201819132,96.3,90.3,81.1011366127913
2014,3,"Everett Golson","ND","PUR",0.0615206045121711,79.9,80.5,57.7716790952555
2014,3,"Fredi Knighten","ARST","MIAMI",0.115682670236129,32.8,19.2,61.5060703256781
2014,3,"Garrett Grayson","CSU","UCD",0.832923413090965,83,93.2,90.117351885442
2014,3,"Gary Nova","RUTG","PSU",-0.677537363716116,47.4,28.3,17.7375183561794
2014,3,"Grant Hedrick","BSU","CONN",0.107364769496304,56.2,58.6,60.939423468876
2014,3,"Greyson Lambert","UVA","LOU",0.274481600295343,55,25.9,71.6218633301787
2014,3,"Gunner Kiel","CIN","TOL",0.843658542760528,96.7,98,90.1990881164465
2014,3,"Hutson Mason","UGA","SC",0.343444971985014,65.3,57.9,75.4821230349454
2014,3,"Ikaika Woolsey","HAW","UNI",-0.248922901836355,9.6,22.9,36.6108745363725
2014,3,"J.T. Barrett","OSU","KENT",0.735579275993515,57.2,71.3,88.9862881461458
2014,3,"Jacoby Brissett","NCST","USF",0.533078375814424,89.4,92.2,83.9152561786038
2014,3,"Jake Rudock","IOWA","ISU",0.312728570193926,50.2,61.7,73.8091048821269
2014,3,"Jameill Showers","UTEP","NMSU",0.581057857332981,79.1,88.9,85.484086856686
2014,3,"James Knapke","BGSU","IND",-0.0827122329293196,68.2,70.3,47.6079251956222
2014,3,"Jaquez Johnson","FAU","TLSA",1.00358612733883,89.9,94.3,90.6126839657242
2014,3,"Jeff Driskel","FLA","UK",0.0872551851310615,57.5,55.4,59.558498264209
2014,3,"Jerry Neuheisel","UCLA","TEX",-0.0299698108965187,79.4,56.1,51.3201587599965
2014,3,"Joe Licata","BUFF","BAY",0.0871401362716887,24.5,13.4,59.5505562347153
2014,3,"John O'Korn","HOU","BYU",0.207351890448049,52.9,51.8,67.529651034848
2014,3,"John Wolford","WAKE","USU",-0.37985301009289,22.4,12.9,29.2586503419984
2014,3,"Josh Greer","UNT","LT",-0.664318904423768,20.1,19.4,18.0900991691592
2014,3,"Justin Holman","UCF","MIZ",-0.0800419323370721,75.9,48.8,47.7945731250973
2014,3,"Justin Thomas","GT","GASO",0.343115639703351,92.6,95.1,75.4645978123334
2014,3,"Justin Worley","TENN","OKLA",-0.33018487651741,20.7,9.6,31.8887038781594
2014,3,"Kale Pearson","AFA","GAST",1.02958622826716,81.9,95.1,90.5628229074003
